id,Name,Barcode,Manufactorer,Amount,GS1 Form,Food-Grade,Material,Colour
536,Frys-selv-is m. exoticsmag,5775345856050,Sun Lolly,600 ml,box,false,fibre-based,other-colours
5537,Rosé,9311218004546,Lindeman's,3 l,box,true,fibre-based,other-colours
1228,Schweiziske Urtebolcher,7610700944936,Ricola,"0,05 kg",box,true,fibre-based,other-colours
17215,Syltede cornichoner,5712873893522,Salling,330 g,jar,true,glass,clear
9835,Grøntsagssaucepulver glutenfri øko,5016084355184,Marigold,110 g,can,true,metal,other-colours
12382,Neleman Chardonnay Muscat,8719325207729,Neleman,"0,75 liter",bottle,true,glass,other-colours
6727,Royal Export,5741000173817,Royal,"56,8 cl",can,true,metal,other-colours
6850,Basmatiris øko,5712870872209,Salling ØKO,1 kg,bag,true,plastic,other-colours
4984,Kammerjunkere glutenfri,5712874147518,Salling,150 g,tray,true,plastic,clear
9517,Surkål,5708229113390,Zelected,300 g,jar,true,glass,clear
1740,Party Fred,4037400716060,Katjes,300 g,bag,true,plastic,other-colours
8615,Brownie m. chokoladestykker glutenfri,4002809036170,Yummi Mummy,420 g,box,false,fibre-based,other-colours
2912,Karrysild i bidder,5711044612504,Budget,550 g,jar,true,glass,clear
5113,Lemonade m. rabarbersmag til opblanding øko,5705010078838,Rynkeby,"0,5 l",bottle,true,glass,clear
3334,Rullepølse i skiver friland,5707196257809,Tulip,70 g,tray,true,plastic,clear
1288,Lakridspastiller m. salmiak sukkerfri,7310350118779,Läkerol,50 g,box,true,fibre-based,other-colours
9349,Blå melatin,5701009045485,Tørsleffs,25 g,bag,true,fibre-based,other-colours
13397,Små Sure Sour Shot Cola,5706844511997,Små,1 liter,bottle,true,glass,clear
2700,Kyllingebryst i skiver,4005097670293,Budget,100 g,tray,true,plastic,clear
5954,Gin m. appelsin,5000291023462,Tanqueray,700 ml,bottle,true,glass,clear
791,Dipmix m. holidaykrydderi,5712874157432,Salling,20 g,sleeve,true,plastic,other-colours
14686,Solbærdrøm,5700382966141,Coop 365,"0,29 liter",box,false,fibre-based,other-colours
11694,Oste Sampak - Til Hverdag & Fest,7331494128578,Wernersson's,"0,475 kg",box,false,fibre-based,other-colours
6776,Sukker,5712873903153,Salling,1 kg,bag,true,fibre-based,other-colours
12668,Savanha Rosé,5750000107388,Savanha,"0,75 liter",bottle,true,glass,clear
5897,Poste Restante Tempranillo øko.,8437001429561,Peninsula Vinicultores S.L.,"0,75 l",bottle,true,glass,other-colours
3028,Mini salami,57078557,Stjernehaps,"0,02 kg",sleeve,true,plastic,other-colours
9924,Ristretto Kaffekapsler,5724618712357,Peter Larsen Kaffe,10 stk,box,false,fibre-based,other-colours
6138,Vand m. brus citrus,7310070001689,Ramlösa,500 ml,bottle,true,plastic,clear
17196,Energidrik m. appelsinsmag sukkerfri,5707577130172,Nutramino,330 ml,can,true,metal,other-colours
4477,Kernerugbrød,5701205009489,Schulstad,750 g,bag,true,plastic,other-colours
5107,Frugtdrik m. multifrugt,5712870583495,Capri Sonne,2.000 ml,box,false,fibre-based,other-colours
7309,Krymmel flere farver,5712872173007,Pickerd,150 g,cup-tub,true,plastic,clear
6747,Ice tea m. ferskensmag,5701598027824,Harboe,50 cl,bottle,true,plastic,clear
1871,Chips m. sour cream,5053990160204,Pringles,180 g,can,true,metal,other-colours
15824,Volumizing hairspray,5012583105107,got2be,"0,3 liter",aerosol,false,metal,other-colours
5391,Energidrik m. citronsmag,5741000150863,Faxe Kondi,50 cl,can,true,metal,other-colours
10194,Flydende oregano øko,5712872935216,Flydende Urter,40 ml,bottle,true,metal,other-colours
5123,Coca Cola Zero,5740700982972,Coca Cola,330 ml,can,true,metal,other-colours
5569,Joseph Sommer Riesling Rhein,4006975205392,Joseph Sommer,3 l,box,false,fibre-based,other-colours
2687,"Yoghurt m. fersken og passionsfrugt 0,1% fedt u. tilsat sukker",5760466976527,Cheasy,1.000 g,gable-top,true,fibre-based,other-colours
2107,Nøddeblanding,5706779060959,Earth Control,380 g,bag,true,plastic,other-colours
2911,Marinerede sild i fileter,5741600702530,Glyngøre,500 g,jar,true,glass,clear
5035,Frugtdrik m. eksotiske frugter,5710405089672,Capri Sonne,2.000 ml,box,false,fibre-based,other-colours
2920,Frankfurtere XXL 80% kød,5900244032827,Salling,3.000 g,bag,true,plastic,clear
8507,Tacosauce mild øko,7311312000811,Santa Maria,230 g,jar,true,glass,clear
4541,Baguette øko,5712872994305,Salling ØKO,1 stk,sleeve,true,plastic,clear
4888,Pop tarts m. jordbærfyld,5059320000011,Kellogg's,384 g,box,false,fibre-based,other-colours
1506,Lakridspastiller m. salmiak og mentholsmag sukkerfri,5710405061999,Fisherman's Friend,25 g,bag,true,fibre-based,other-colours
9686,Cremet blåbærmarmelade øko,5701018053693,Den Gamle Fabrik,270 g,jar,true,glass,clear
10388,Sød chilisauce u. tilsat sukker,5703161812301,Easis,200 g,jar,true,glass,clear
4764,Pizzabunde glutenfri,7310100566225,Semper,300 g,sleeve,true,plastic,other-colours
2404,Premium Pilsner,4901880833794,Sapporo,650 ml,can,true,metal,other-colours
1640,Daddelkugler m. drømmekagesmag,5707653007138,Castus,9 stk,bag,true,plastic,other-colours
5272,Linie Aquavit,7048351691112,Linie Aquavit,"0,7 liter",bottle,true,glass,clear
6889,Pastasauce m. hvidløg,5712873838868,Salling,500 g,jar,true,glass,clear
3452,"Wiener inspireret iskaffe 0,9% fedt laktosefri",5710326018058,Geia Food,250 ml,gable-top,true,fibre-based,other-colours
6197,Akvavit,7048352057986,Aalborg Akvavit,"0,35 l",bottle,true,glass,clear
6329,Faxe Kondi Free m. røde bær,5741000175620,Faxe Kondi,50 cl,can,true,metal,other-colours
13934,Kikærter,7340191108417,Xtra,"0,4 kg",can,true,metal,other-colours
729,Popcorn m. salt til microbølgeovn,5712871066775,Popz,900 g,box,false,fibre-based,other-colours
5890,Espresso iskaffe,5700002140012,BOLD,250 ml,can,true,metal,other-colours
16346,Fuldfoder paté,7340011373742,Coop,"0,1 kg",tray,true,metal,other-colours
5246,Energidrik m. ferskensmag,5060896620213,Monster,500 ml,can,true,metal,other-colours
4018,Skæreost lagret 24 uger 30+,7331494127823,Wernersson,775 g,sleeve,true,plastic,clear
15062,Brusepulver,7310610010256,Samarin,36 stk,box,false,fibre-based,other-colours
6139,Especial,8410655000430,San Miguel,"0,5 liter",can,true,metal,other-colours
5921,Tonic sukkerfri,5711018023244,Harboe,33 cl,can,true,metal,other-colours
8906,Iced Coffee Hvid Chokolade,5712874405274,Mokate,120 g,box,false,fibre-based,other-colours
3634,Oksekødsboller m. tomatsauce,5712874030100,Salling,950 g,jar,true,glass,clear
1804,Flæskesvær,8436007418661,El Conchel,150 g,bag,true,plastic,other-colours
6929,Asparges snitter,5707381011230,Paradiso,"0,24 kg",can,true,metal,other-colours
9379,Smørepålæg m. kakao,5060402905285,Milky Way,200 g,jar,true,glass,clear
9752,Hestebønner,5285001400096,Chtoura Garden,400 g,can,true,metal,other-colours
2753,"Letmælk 1,5% fedt øko",5701852261513,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
16003,Økologisk babymos,5745000142064,Fra Fejø,"0,12 kg",jar,true,glass,clear
5378,Fruited IPA,5741000161333,Kissmeyer,"0,5 liter",can,true,metal,other-colours
3866,Skaldyrspaté,5709345006122,Lykkeberg 1899,200 g,tray,true,plastic,clear
12519,Ciliegiolo La Lecciaia Toscana IGT,8016179322173,La Lecciaia,"0,75 liter",bottle,true,glass,other-colours
9181,Five spice krydderiblanding øko,5710175133025,Mill&Mortar,50 g,can,true,metal,black
5918,Gran Reserva,8410441512956,Faustino,75 cl,bottle,true,glass,other-colours
5937,Spatburgunder Pfalz,4010431001121,Heinrich Gies,"0,75 l",bottle,true,glass,other-colours
4400,Rågi,7300400118132,Wasa,"0,275 kg",sleeve,true,fibre-based,other-colours
8472,Røde kidneybønner i mild chilisauce,3083680021739,Bonduelle,430 g,can,true,metal,other-colours
5069,Schweppes Lemon,57089522,Schweppes,"1,25 liter",bottle,true,plastic,clear
9059,Jalapeños stærke,8410076460721,Old El Paso,250 g,jar,true,glass,clear
10036,Bananblomst øko,5032722317512,Biona Organic,400 g,can,true,metal,other-colours
8830,Smørbar torskerogn,5705550305173,Amanda,100 g,can,true,metal,other-colours
5485,Rosé,9322214010486,Yellow Tail,75 cl,bottle,true,glass,clear
5348,Blended Scotch Whisky,5010314700003,The Famous Grouse,700 ml,bottle,true,glass,clear
13736,Müslibar med mørk chokolade,5700382593286,Änglamark,"0,15 kg",box,false,fibre-based,other-colours
17440,Sort te m. citrus og vanilje øko,3585810088020,Kusmi,20 stk,box,false,fibre-based,other-colours
3154,Flødekartofler m. rød peber,8711118024070,Peka,700 g,sleeve,true,plastic,other-colours
3083,Skrabeæg M/L,5701607584676,Dava,8 stk,tray,true,fibre-based,other-colours
6983,Hakkede tomater m. basilikum,5712873642380,Salling,390 g,gable-top,true,fibre-based,other-colours
513,Blandede ispinde,5712871920312,Vores,460 ml,box,false,fibre-based,other-colours
14242,Cheerios Honey,7613032222109,Nestlé,"0,375 kg",box,false,fibre-based,other-colours
3095,Fedt m. løg,5701319000532,Bedstemors,200 g,box,true,plastic,other-colours
9971,"Urtete m. ingefær, echinacea og citronverbena",8711000484302,Pickwick,15 stk,box,false,fibre-based,other-colours
5722,Chenin Blanc Steen,5710405089795,Drostdy Hof,75 cl,bottle,true,glass,clear
2043,Mintpastiller sukkerfri,5745000121007,True Mints,13 g,box,true,fibre-based,other-colours
1904,Tyggegummi m. ingefær- og gurkemejesmag,5700002082527,True Gum,21 g,box,false,fibre-based,other-colours
3711,Brændevinssild i fileter,5701012921042,Princip,800 g,jar,true,glass,clear
2314,Kyllingebryst friland,5712873925155,Princip,310 g,tray,true,plastic,black
14596,Økologisk hørfrøolie,7340011484257,Änglamark,"0,25 liter",bottle,true,glass,clear
9603,Stødt allehånde øko,5765228701355,Urtekram,17 g,jar,true,metal,black
5682,Meneo Marsala Superiore Garibaldi Dolce,8004445121001,Cantine Pellegrino,75 cl,bottle,true,glass,other-colours
3642,Flødeost m. hvidløg 32% fedt øko,5740200023564,Castello,150 g,jar,true,glass,clear
6727,Royal Export,5741000173817,Royal,"56,8 cl",can,true,metal,other-colours
1302,Chips m. paprika,5053990161607,Pringles,40 g,can,true,metal,other-colours
921,Nøddeblanding m. salt,5706779061918,Vores,135 g,bag,true,plastic,other-colours
3908,Pizza m. tomat og pesto,5712875170317,Salling,435 g,tray,true,plastic,white
13520,Pesto ai peperoni,7340011449539,Coop,"0,19 kg",jar,true,glass,clear
5194,Energidrik m. frugtsmag,5060639125708,Monster,500 ml,can,true,metal,other-colours
5038,16 eksotiske frugter,5705011113033,Rynkeby,"1,75 liter",gable-top,true,fibre-based,other-colours
12783,Alsace Riesling Turckheim,3274550510778,Alliance Alsace,"0,375 liter",bottle,true,glass,other-colours
7365,Mangochutney mild,5011308000703,Pataks,340 g,jar,true,glass,clear
4847,Rugknækbrød øko,7300400481793,Wasa,180 g,sleeve,true,fibre-based,other-colours
1940,Blandede fyldte chokolader,5774540844008,Anthon Berg,155 g,box,false,fibre-based,other-colours
14364,Brune Sennepsfrø,5710175121152,Mill & Mortar,"0,05 kg",can,true,metal,black
1632,Mintpastiller sukkerfri,5712870511788,Fisherman's Friend,25 g,bag,true,fibre-based,other-colours
1609,Dark Milk 55%,5774540840109,Anthon Berg,"0,08 kg",box,false,fibre-based,other-colours
9401,Jackfruit øko,8715017221141,Valle del Sole,400 g,can,true,metal,other-colours
6180,Ice tea m. passionsfrugtsmag,5775345127006,Mashup,500 ml,bottle,true,plastic,clear
1657,Osterejer,5712872373766,Big Bag,350 g,bag,true,plastic,other-colours
6242,Fresco Bianco,8002062020141,Masi,75 cl,bottle,true,glass,clear
5487,Cava Clasico brut,8410013381010,Codorníu,75 cl,bottle,true,glass,other-colours
14239,Økologisk Tomatsauce,5714187441109,Irmas,"0,34 kg",jar,true,glass,clear
768,Müslibarer m. mørk chokolade,4011800420918,Corny,138 g,box,true,fibre-based,other-colours
6604,Carmenère,7804407003328,Montgras,75 cl,bottle,true,glass,other-colours
3185,Vegansk pålæg i skiver m. tomat og basilikum,5712874717728,Salling,80 g,tray,true,plastic,clear
13798,Havregryn,7340011421627,Coop,1 kg,bag,true,fibre-based,other-colours
7718,"Super Granola Kakao, Kokos & Mandel",5701018056731,Paulúns,350 g,box,false,fibre-based,other-colours
5243,Ingefærshot,5705010078791,Rynkeby,"0,5 l",bottle,true,glass,clear
15626,Dermo Protector,8714789764160,Sanex,"0,15 liter",aerosol,false,metal,other-colours
2638,Hotdogpølser 67% kød,5707196133561,Steff Houlberg,375 g,bag,true,plastic,other-colours
17036,Iced Espresso,5707527004713,BOLD,250 ml,can,true,metal,other-colours
12252,Laugel Cremant d'Alsace Brut Rosé,3183520020660,Laugel,"0,75 liter",bottle,true,glass,clear
1525,Mørk chokolade 66% kakao,5774540840208,Anthon Berg,80 g,box,false,fibre-based,other-colours
7132,Frenchdog dressing,5702040711100,Bähncke,"0,38 kg",bottle,true,plastic,other-colours
533,Flødeisvafler m. vaniljesmag,5766632527630,Premier Is,350 ml,box,false,fibre-based,other-colours
4827,Hollandske vafler m. hasselnøddefyld øko,5765228260227,Urtekram,175 g,tray,true,plastic,clear
12646,Pocas 10 Years Old Tawny,5601085010059,Pocas,"0,75 liter",bottle,true,glass,other-colours
6913,Rødbeder,5701018003544,Beauvais,"0,375 kg",jar,true,glass,clear
2769,"Yoghurt m. jordbær 0,4% fedt øko",5711953049316,Arla,1.000 g,gable-top,true,fibre-based,other-colours
12696,Terre Della Brunda Riserva Brindisi,5718147414691,Terre Della Brunda,"0,75 liter",bottle,true,glass,other-colours
7310,Økologisk Boghvedemel,5701058012162,Urtekram,"0,5 kg",bag,true,plastic,other-colours
4756,Rugkiks m. havsalt,5701155358354,Borngros,175 g,box,false,fibre-based,other-colours
10181,Chai te sukkerfri,5711738001980,Østerlandsk,"0,4 kg",can,true,metal,other-colours
1217,Wine Gums,7622210683434,Bassett's,190 g,bag,true,plastic,other-colours
8483,Majs,3083680664745,Bonduelle,150 g,can,true,metal,other-colours
10012,Vinblade m. fyld,8690508311313,Tukas,400 g,can,true,metal,other-colours
6678,Lemonsodavand,5713221082100,Salling ØKO,1 l,bottle,true,plastic,clear
9568,Balsamicoeddike,8032754439753,De Nigris,250 ml,bottle,true,glass,other-colours
5309,Energidrik sukkerfri,5060639121236,Monster,500 ml,can,true,metal,other-colours
2723,"Wiener inspireret iskaffe 0,9% fedt",5710326014302,Geia Food,1 l,gable-top,true,fibre-based,other-colours
5302,Chardonnay,5704634186622,Stellenhof,750 ml,bottle,true,glass,clear
9267,Håndpillede krabbeklør & kød,5701263001791,Launis,170 g,can,true,metal,other-colours
12600,La Marinière Muscadet Sevre & Maine,3770001900032,La Marinière,"0,75 liter",bottle,true,glass,other-colours
4509,Gulerodsbrød,5701205007072,Schulstad,"0,8 kg",bag,true,plastic,other-colours
3234,Havredrik,7394376618963,Oatly,1.000 ml,gable-top,true,fibre-based,other-colours
5098,Hindbær-Orange,5701018050906,FUN Light,5 liter,bottle,true,plastic,clear
5938,Læskedrik m. granatæble,8718226323156,Maaza,1 l,gable-top,true,fibre-based,other-colours
8058,Hindbærmarmelade u. tilsat sukker,5703161810123,Easis,285 g,jar,true,glass,clear
2778,Den Originale Bacon,5707196172713,Tulip,"0,375 kg",tray,true,plastic,clear
11226,Makrelfileter,7340191105232,Coop,"0,125 kg",can,true,metal,other-colours
7457,Chokoladekage,5701029019459,Amo,"0,7 kg",box,false,fibre-based,other-colours
5440,Energise,5038862231107,Innocent,"0,3 liter",bottle,true,plastic,clear
5003,Pepsi Max,5712873158317,Pepsi,792 cl,bottle,true,plastic,clear
5525,Smoothie m. mango og appelsin,7350020726064,Froosh,250 ml,bottle,true,glass,clear
8785,"Te m. kakao, lakrids og kanel øko",5712872158059,Pukka,40 g,box,false,fibre-based,other-colours
1914,Solsikkefrø ristede og saltede,5706920351424,Kilic,300 g,bag,true,plastic,other-colours
10036,Bananblomst øko,5032722317512,Biona Organic,400 g,can,true,metal,other-colours
8547,Regnbuekage,5712873200078,Favorita,500 g,box,true,fibre-based,other-colours
3374,Kyllingebryst i skiver,4005097600719,Budget,500 g,tray,true,plastic,clear
2016,Millionær mix,5709385065004,Nørregade bolcher,170 g,bag,true,plastic,other-colours
1181,Chips m. sour cream & onion,7310532113738,Taffel,130 g,bag,true,plastic,other-colours
3826,Fyldte chilifrugter m. ostefyld m. honning- og sennepsmag,5710908159414,Deli Drengene,270 g,jar,true,glass,clear
3152,Sennepsmarineret skinke i skiver,5701483192132,Princip,90 g,sleeve,true,plastic,clear
3913,Hotdogpølser 80% kød,5712875069772,Salling,2.500 g,bag,true,plastic,clear
1771,Ristede og saltede solsikkekerner,5706779047929,Delicata,350 g,bag,true,plastic,clear
10045,Hollandaiseinspireret sauce vegansk,5060103391875,Inspired Vegan,205 g,jar,true,glass,clear
12253,Landgraf Riesling Feinherb,4260153080045,Landgraf,"0,75 liter",bottle,true,glass,other-colours
121,Græskarboller,5701014074067,Salling,8 stk,bag,true,plastic,other-colours
1597,Jordnøddecreme m. chokoladeovertræk,34000702329,Reeses,42 g,sleeve,true,plastic,other-colours
6812,Løse majs øko,5712873642571,Salling ØKO,3 stk,can,true,metal,other-colours
9455,Krymmel sort m. lakrids,5709521038244,Odense,75 g,jar,true,glass,clear
5750,Vand,5703828020995,Aqua D'or,"0,5 l",bottle,true,plastic,clear
7016,Kartoffelmospulver,5712872040446,Vores,375 g,box,true,fibre-based,other-colours
7757,Nespresso Pike Place Roast Lungo,7613036961769,Starbucks,"0,053 kg",box,false,fibre-based,other-colours
2496,Grovhakket Leverpostej,5704000465825,Stryhn's,"0,45 kg",tray,true,metal,other-colours
206,Blåbær øko,5712874048082,Salling ØKO,225 g,bag,true,plastic,other-colours
6369,Gurkemejeshot øko,57084992,Salling ØKO,60 ml,jar,true,plastic,other-colours
6872,Sojasauce,5701012804031,Asian Kitchen,250 ml,bottle,true,glass,clear
1934,Finsk lakrids,5701049551762,Carletti,170 g,bag,true,plastic,other-colours
8251,Urtete m. pebermynte og mynte øko,5065000523138,Pukka,32 g,box,false,fibre-based,other-colours
2086,Mørk chokolade 43% kakao m. mandler og havsalt,5712875042782,Lindt,150 g,sleeve,false,fibre-based,other-colours
6200,Likør m. pære,6412703120024,Xanté,500 ml,bottle,true,glass,clear
1660,Gurli Gris frugtflager m. fersken,8719325866001,Fruit Funk,16 g,bag,true,plastic,other-colours
299,Pølsemix,5707196079326,Steff Houlberg,500 g,bag,true,plastic,other-colours
10061,Sorte bønner i chilisauce øko,5708229175077,Økomama,400 g,can,true,metal,other-colours
7034,Tortillachips m. salt,7311310032104,Santa Maria,475 g,bag,true,plastic,other-colours
15295,Discreet ultra mini plus,7322541079899,TENA,24 stk,box,false,fibre-based,other-colours
4653,Choko Lagkagebunde,5709364671622,Karen Volf,"0,25 kg",sleeve,true,plastic,other-colours
2519,Fransk Postej,5704000465788,Stryhn's,"0,45 kg",tray,true,metal,other-colours
7475,Dijonsennep m. honning,3036810204069,Maille,230 g,jar,true,glass,clear
1062,"Dipmix m. hvidløg, chili og purløg",7310532131961,Taffel,12 g,bag,true,plastic,other-colours
8962,Forloren skildpadde,5707196073430,Jaka,1.730 g,can,true,metal,other-colours
10431,Manitoba fuldkornshvedemel øko,5707989000001,Skærtoft Mølle,1 kg,bag,true,fibre-based,other-colours
5507,Drinksmixer m. mango,5701125256079,Shake-It,50 cl,bottle,true,glass,clear
8272,Grøn te m. matcha øko,5060229012005,Pukka,30 g,box,false,fibre-based,other-colours
11956,Spelt Cookies,5700382349548,Irmas,"0,15 kg",box,false,fibre-based,other-colours
3153,Flødekartofler m. rød peber,8711118027835,Peka,2.000 g,bag,true,plastic,clear
5582,Snuble Juice,5711474006652,To Øl,33 cl,can,true,metal,other-colours
4467,Kernerugbrød,5701246266155,Salling,500 g,bag,true,plastic,other-colours
8268,Hummus,5285001400010,Chtoura Garden,430 g,can,true,metal,other-colours
7826,Cherrytomater i tomatjuice,5712873642434,Salling,400 g,can,true,metal,other-colours
8159,Makaroni glutenfri,5712872816157,Semper,500 g,box,false,fibre-based,other-colours
2919,Skinkesalat,5704068010753,K-Salat,175 g,tray,true,plastic,clear
13351,Jacobsen Smagekasse Øl,996888,Carlsberg,,can,true,metal,other-colours
3265,Ost i skiver mellemlagret 45+,5703985070109,Mammen,250 g,tray,true,plastic,clear
9881,Kapers,7311311014642,Santa Maria,80 g,jar,true,glass,clear
5543,Captain Morgan Black,5000281022482,Rom,"0,7 liter",bottle,true,glass,clear
9501,Beluga Linser,5701058012254,Urtekram,"0,4 kg",can,true,metal,other-colours
1747,Rissnacks m. krydderier,5710183006960,Simple Life by Trope,175 g,bag,true,plastic,other-colours
7879,Lakridspulver,5708413021371,House of Denmark A/S,35 g,jar,true,glass,clear
5359,Harboe Premium Pilsner,5701598099838,Harboe,33 cl,can,true,metal,other-colours
379,"Mælkeis m. karamel, kiks og chokoladeovertræk",5000159484695,Twix,"205,2 g",box,false,fibre-based,other-colours
13899,Kokosmælk,7340011354208,Coop,"0,4 liter",can,true,metal,other-colours
17356,Smørepålæg m. chili og tomat vegansk øko,5708665800304,Rømer Vegan,200 g,jar,true,glass,clear
16631,Udvanding mod myrer,5703013000900,Pest-stop,"0,2 kg",box,false,fibre-based,other-colours
15191,Hasselnødnougat,5700381077527,Änglamark,"0,1 kg",box,false,fibre-based,other-colours
17339,Grønne oliven m. jalapeño,8429874230238,Plaza del Sol,120 g,can,true,metal,other-colours
9558,Tomatketchup,5706680040392,Pedersens Udvalgte,320 ml,bottle,true,glass,clear
5101,Royal Export 20 dåser,5741000161005,Royal,660 cl,can,true,metal,other-colours
6193,Blended Scotch Whisky 15 år,5000267134710,Johnnie Walker,70 cl,bottle,true,glass,clear
3410,Lufttørret italiensk skinke og salami i skiver,5712874963286,Princip,200 g,tray,true,plastic,clear
5583,Espresso m. vaniljesmag energidrik,5060639122448,Monster,250 ml,can,true,metal,other-colours
1016,Mini Flipper,7310350120697,Cloetta,"0,12 kg",bag,true,plastic,other-colours
6329,Faxe Kondi Free m. røde bær,5741000175620,Faxe Kondi,50 cl,can,true,metal,other-colours
3225,Koldrøget laks i skiver,5711869125258,Princip,125 g,sleeve,true,plastic,clear
2907,Mini dessertpandekager,5712873976614,Salling,250 g,tray,true,plastic,clear
1316,Blandede chokolader,5710405059194,Storck,250 g,box,false,fibre-based,other-colours
12490,Burmester White Porto,5602002100044,Burmester,"0,75 liter",bottle,true,glass,other-colours
4768,Mørkt havrebrød m. kerner og frø,5712874822132,Salling,250 g,bag,true,plastic,other-colours
2134,Tørret sort lime,5706920283640,Kilic,150 g,bag,true,plastic,clear
411,Chili con carne m. ris,5712873218905,Salling,350 g,box,false,fibre-based,other-colours
9655,Brownie bageblanding m. hvid chokolade og hasselnødder,5713401020038,Made in Denmark,475 g,box,false,fibre-based,other-colours
4411,Oreo Original,5712873129843,Oreo,154 g,sleeve,true,plastic,other-colours
7397,Ærter og karotter,5710405091927,Bonduelle,400 g,can,true,metal,other-colours
7730,"Hyben, Æble - & Hyldeblomstmarmelade",5701211012671,Den Gamle Fabrik,"0,38 kg",jar,true,glass,clear
6187,Bolgheri Rosso,8032749674169,Turaia,75 cl,bottle,true,glass,other-colours
14100,Indian Tikka Masala sauce,7340011401773,Coop,"0,49 kg",jar,true,glass,clear
2818,Hvidskimmelost m. chili 65+,5711953036583,Castello,150 g,box,false,fibre-based,other-colours
3666,Ost i skiver mellemlagret 45+,5900857011110,Cheesemakers Treasures,200 g,tray,true,plastic,clear
5412,Punk IPA,5056025440449,Brewdog,"0,5 liter",can,true,metal,other-colours
12369,HandCraft Pinot Noir,1220000070608,HandCraft,"0,75 liter",bottle,true,glass,other-colours
4922,Pop tarts m. chokofyld,5059320000042,Kellogg's,384 g,box,false,fibre-based,other-colours
8787,Lemon curd m. citronsaft og citronskal,5712871113172,Princip,310 g,jar,true,glass,clear
5206,Breezer m. fersken,7610113006078,Breezer,275 ml,bottle,true,glass,clear
13911,Mango chutney,7340011490586,Coop,"0,4 kg",jar,true,glass,clear
490,"Italiensk pizza m. stærk salami, peberfrugt og jalapeños",5712874655518,Salling,1 stk,box,false,fibre-based,other-colours
10376,Instant kaffe medium koffeinfri øko,5724618730030,Peter Larsen Kaffe,100 g,jar,true,glass,clear
338,Tricolore is,5766632232329,Polar Is,1 liter,box,true,fibre-based,other-colours
17328,Smørepålæg m. rødbede og peberrod vegansk øko,5708665800342,Rømer Vegan,200 g,jar,true,glass,clear
3061,Røget laks i skiver,5701785510870,Princip,100 g,sleeve,true,plastic,other-colours
5182,Energidrik sukkerfri,5712870658643,Amper,"0,25 l",can,true,metal,other-colours
13366,Mark Hø,5711912004004,Herslev Bryghus,"0,5 liter",bottle,true,glass,other-colours
6229,Cocktail m. limesmag,5715008104456,Ish,25 cl,can,true,metal,other-colours
1194,Honningristet Cashew Mix,7310532152317,Taffel,"0,11 kg",bag,true,plastic,other-colours
8520,Stødt kardemomme øko,5765228742181,Urtekram,15 g,can,true,metal,black
10096,Tranebærsauce,613668024754,Mississippi Belle,397 g,can,true,metal,other-colours
4638,Chokoladekager m. kokostopping,5709364674555,Karen Volf,150 g,sleeve,true,plastic,other-colours
