id,Name,Barcode,Manufactorer,Amount,GS1 Form,Food-Grade,Material,Colour
2907,Mini dessertpandekager,5712873976614,Salling,250 g,tray,true,plastic,clear
2909,Hvidløgsspegepølse,57067636,3-stjernet,"0,11 kg",tray,true,plastic,clear
2911,Marinerede sild i fileter,5741600702530,Glyngøre,500 g,jar,true,glass,clear
2912,Karrysild i bidder,5711044612504,Budget,550 g,jar,true,glass,clear
2913,Smøreost m. bacon 17% fedt,5711953140433,Arla,200 g,cup-tub,true,plastic,other-colours
2915,Økologisk flødeost naturel,5711953047572,Buko,"0,15 kg",tray,true,plastic,other-colours
2916,Kyllinge- og baconsalat,5704000466754,Graasten,150 g,tray,true,plastic,clear
2919,Skinkesalat,5704068010753,K-Salat,175 g,tray,true,plastic,clear
2920,Frankfurtere XXL 80% kød,5900244032827,Salling,3.000 g,bag,true,plastic,clear
2922,Hønsesalat med plukket hønsekød,5701018041911,K-Salat,"0,175 kg",tray,true,plastic,clear
2926,Røget medister,5704000465993,Stryhn's,345 g,bag,true,plastic,clear
2928,"Kakao 1,5% fedt laktosefri øko",5711953076374,Arla,1 l,gable-top,true,fibre-based,other-colours
2930,"Cremet soja m. vanilje 2,1% fedt",5411188110712,Alpro,750 g,gable-top,true,fibre-based,other-colours
2931,"Minimælk 0,4% fedt øko",5711953146541,Arla,500 ml,gable-top,true,fibre-based,other-colours
2937,Kaffefløde 9% fedt,5700426221731,Arla,250 ml,gable-top,true,fibre-based,other-colours
2941,Spegepølse i skiver mild friland øko,5712873365395,Salling ØKO,90 g,tray,true,plastic,clear
2942,Kyllingepostej øko,5712874352295,Salling ØKO,200 g,tray,true,metal,other-colours
2943,Salami m. hvidløg,5707196217674,Gøl,250 g,sleeve,true,plastic,black
2944,Bierwurst i skiver,4101820388364,Budget,200 g,tray,true,plastic,clear
2946,Minifrikadeller,5711044175436,Den Gode Frikadelle,800 g,tray,true,plastic,black
2947,Gouda i skiver,5712873998562,Salling,400 g,tray,true,plastic,clear
2948,Skinke i skiver,5712872751304,Vores,80 g,tray,true,plastic,clear
2949,Mayonnaise m. trøffelsmag,8713734030084,Salling,115 g,cup-tub,true,plastic,clear
2950,50+ Danablu,5703985047354,Mammen,"0,15 kg",sleeve,true,plastic,other-colours
2952,Flydende fedtstof spray,5740900402522,Lurpak,200 ml,bottle,true,metal,other-colours
2953,Revet mozzarella mild 20% fedt,5711953152245,Salling,250 g,bag,true,plastic,other-colours
2954,Brunchpølser m. chorizo 85% kød,5712874374297,Gøl,300 g,bag,true,plastic,other-colours
2955,Skagensalat m. rejer og surimi,5704000466792,Graasten,150 g,tray,true,plastic,clear
2956,Salatost i blok 22% fedt,5712873998241,Salling,250 g,sleeve,true,plastic,other-colours
2958,Fuetpølse i stykker,5712873542864,Salling,70 g,cup-tub,true,plastic,clear
2959,Vegansk blok øko,5701977000097,Naturli',200 g,sleeve,true,plastic,other-colours
2960,Smørbar,5701012534785,Budget,400 g,tray,true,plastic,white
2963,Røget skinke i skiver,5707196285512,Den Grønne Slagter,80 g,tray,true,plastic,other-colours
2964,Flødeost m. grillet peberfrugt 9% fedt,7622210067944,Philadelphia,175 g,tray,true,plastic,other-colours
2965,Grøn pesto m. Grana Padano ost,5701924365361,Princip,150 g,jar,true,plastic,clear
2966,Cheddar i skiver lagret 48+,5000246727629,Castello,150 g,tray,true,plastic,clear
2969,Varmrøget ørred i fileter,5709505226490,Salling,125 g,tray,true,plastic,clear
2973,Ost i skiver mild 45+,5711953084690,Arla,240 g,tray,true,plastic,clear
2976,Italiensk salat fedtreduceret,5704068013716,K-Salat,175 g,tray,true,plastic,clear
2978,Carpaccio m. parmesan og olivenolie,5712873626700,Salling,115 g,tray,true,plastic,clear
2979,Serranoskinkeruller m. ostecreme,5712872364047,Salling,100 g,cup-tub,true,plastic,clear
2980,Sojadrik m. vanilje øko,5701977012014,Naturli',1.000 ml,gable-top,true,fibre-based,other-colours
2981,"Kefir m. blåbær 1,4% fedt",5711953115240,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2984,Salatost i blok naturel 17% fedt,5701638184913,Taverna,500 g,sleeve,true,plastic,other-colours
2988,Mælkesnack m. karamelfyld,5710405313487,Kinder,105 g,sleeve,true,plastic,other-colours
2989,"Koldskål 2,2% fedt",5760466910934,Kløver,1 l,gable-top,true,fibre-based,other-colours
2992,Rygeost 10% fedt øko,5713507032720,Løgismose,175 g,tray,true,plastic,black
2993,"Skyr m. jordbær 0,2% fedt",4016241050205,Arla,500 g,cup-tub,true,fibre-based,other-colours
2995,Samsøost mellemlagret 30+,5711953133534,Salling,680 g,sleeve,true,plastic,other-colours
2996,Tortelloni m. skinke,5712873946990,Budget,250 g,tray,true,plastic,clear
2998,Grønne oliven m. mandler,5712873037070,Salling,150 g,jar,true,plastic,clear
2999,Røget filet i skiver,5701483165006,Vores,90 g,tray,true,plastic,clear
3001,Bacon i tern fedtreduceret,5707196191851,Tulip,140 g,tray,true,plastic,other-colours
3003,Grillpølser m. ost 74% kød,5900244032841,Salling,2.250 g,bag,true,plastic,clear
3004,Varmrøget laks m. citron og timian,5701785110605,Princip,250 g,tray,true,plastic,black
3005,Italiensk mortadellapølse i skiver,5712871983867,Salling,140 g,tray,true,plastic,clear
3006,Revet pasta- og gratineringsost 32% fedt,5760466817349,Arla,175 g,bag,true,plastic,other-colours
3007,Salatost i tern naturel 22% fedt,5760466912358,Arla,430 g,cup-tub,true,plastic,other-colours
3008,Tortelloni m. tomat og mozzarella,5712873623419,Salling,250 g,tray,true,plastic,black
3011,Kartoffelsalat med Purløg & Dild,5701295293973,Graasten,"0,8 kg",tray,true,plastic,clear
3012,Paté m. bacon,5712874349691,Salling,350 g,tray,true,metal,other-colours
3013,Baconleverpostej,5707196233759,Tulip,175 g,tray,true,metal,other-colours
3015,Hønsesalat,5704000437983,Graasten,300 g,cup-tub,true,plastic,clear
3016,6 Croissants,5410146401435,Danerolles,"0,24 kg",can,true,metal,other-colours
3017,Port Salut,3073780872331,,"0,15 kg",sleeve,true,plastic,other-colours
3018,Kyllingestykker m. krydderier,5712873235346,XXL,500 g,tray,true,plastic,clear
3019,Lufttørret spansk kalkunchorizo i skiver,8411030052198,Casa Czaja,75 g,tray,true,plastic,clear
3021,Kyllingesalat m. chili,5704000470584,Graasten,150 g,tray,true,plastic,clear
3022,"Skummetmælk 0,1% fedt øko",5701852261537,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
3024,Mayonnaise,5712874153090,Salling,250 g,bag,true,plastic,other-colours
3025,Karrysild i bidder,5701263908144,Princip,720 g,jar,true,glass,clear
3027,Hamburgerryg i skiver,4005097300305,Budget,500 g,tray,true,plastic,clear
3028,Mini salami,57078557,Stjernehaps,"0,02 kg",sleeve,true,plastic,other-colours
3032,Russisk salat,5704068010494,K-salat,"0,175 kg",tray,true,plastic,clear
3034,Lufttørret Fuet pølse,5712872004820,Salling,170 g,sleeve,true,plastic,other-colours
3035,Samsøost mellemlagret 30+,5709310014435,Arla,685 g,sleeve,true,plastic,other-colours
3036,Cultura Naturel,5760466788335,Arla Cultura,1 kg,gable-top,true,fibre-based,other-colours
3037,Laksefrikadeller,5709345004326,Skagen,380 g,tray,true,plastic,black
3038,Salami italiensk inspireret,5707196217612,Gøl,250 g,sleeve,true,plastic,black
3040,Mandeldrik øko,5701977001438,Naturli',1 l,gable-top,true,fibre-based,other-colours
3047,Skrabeæg L/XL,5701607585512,Barkholt,6 stk,tray,false,fibre-based,other-colours
3050,Grovhakket leverpostej,5704000468987,Stryhn's,300 g,tray,true,metal,other-colours
3052,Mozzarella,8000430135060,Galbani,200 g,sleeve,true,plastic,other-colours
3053,Delikate Skiver Langtidskogt Skinke,5704080958255,Aalbæk,"0,08 kg",tray,true,plastic,clear
3054,Laksesalat,5704000476227,Graasten Sønderjyske Fristelser,"0,14 kg",tray,true,plastic,clear
3060,Toast- og burgerost i skiver mild m. mozzarella 40+,3228021140087,Galbani,150 g,sleeve,true,plastic,other-colours
3061,Røget laks i skiver,5701785510870,Princip,100 g,sleeve,true,plastic,other-colours
3063,Kartoffelsalat m. løg og purløg,5701150964086,Budget,1.000 g,box,true,plastic,clear
3064,Havredrik øko,5711953121234,Jörd,1 l,gable-top,true,fibre-based,other-colours
3070,Grana Padano 32+ øko,8002710630227,Zanetti,150 g,sleeve,true,plastic,other-colours
3071,Flødeost m. hvidløg og urter 30% fedt,5710405310639,Président,125 g,cup-tub,true,plastic,other-colours
3072,"Græsk yoghurt m. hindbær 4,8% fedt",6413300025378,Arla,400 g,cup-tub,true,plastic,white
3073,Økologisk iMAT Madlavningsprodukt,7394376615627,Oatly,"0,25 liter",brick,true,fibre-based,other-colours
3074,Skinke i skiver m. bacon,9001426065025,Radatz,150 g,tray,true,plastic,clear
3075,Plantepostej glutenfri øko,5709760086471,Hanegal,200 g,tray,true,plastic,black
3076,Karrysild i bidder,5709345003886,Princip,700 g,jar,true,glass,clear
3077,Skyrdrik m. jordbær og granatæble u. tilsat sukker laktosefri,8718166007376,Cheasy,250 ml,bottle,true,plastic,clear
3078,Karrysalat,5701012402572,Budget,300 g,jar,true,plastic,clear
3080,Rejesalat,5701150237920,Princip,125 g,tray,true,plastic,clear
3083,Skrabeæg M/L,5701607584676,Dava,8 stk,tray,true,fibre-based,other-colours
3084,"Fyldte røde peberfrugter m. honning, sennep og mango flødeost",5902973788181,Salling,130 g,cup-tub,true,plastic,clear
3085,Kyllingebryst i skiver m. krydderier,5704080958927,3-Stjernet,80 g,sleeve,true,plastic,other-colours
3087,Flødeleverpostej m. æble,5707196246810,Tulip,300 g,tray,true,metal,other-colours
3089,Ost i skiver lagret 45+,5711953052033,Salling,250 g,tray,true,plastic,clear
3091,Prima Donna lagret 45+,8715009249214,Prima Donna,275 g,sleeve,true,plastic,clear
3092,Ost i skiver 45+ øko,5711953116438,Lillebror,200 g,tray,true,plastic,clear
3095,Fedt m. løg,5701319000532,Bedstemors,200 g,box,true,plastic,other-colours
3096,Lufttørret fransk skinke i skiver,5712872741145,Salling,4 stk,tray,true,plastic,clear
3097,Sennepssild i bidder,5709345002452,Princip,700 g,jar,true,glass,clear
3101,Cocio,5730800523427,Cocio,900 ml,bottle,true,glass,clear
3102,Stegte kyllingestykker,5712873981502,Salling,150 g,tray,true,plastic,clear
3103,Tortelloni m. braiseret oksekød og skinke,5712873623334,Salling,250 g,tray,true,plastic,clear
3105,Sojadrik m. kakao øko,5701977012052,Naturli',1 l,gable-top,true,fibre-based,other-colours
3106,Fedtreduceret saltet smør,5740900403949,Lurpak,200 g,sleeve,true,plastic,other-colours
3107,Revet emmentaler 29% fedt,5712874297404,Salling,200 g,bag,true,plastic,other-colours
3109,Flødeost m. sød chili 14% fedt,5710405310509,Philadelphia,200 g,tray,true,plastic,other-colours
3110,Lasagneplade naturel,5701018025874,Pastella,"0,2 kg",tray,true,plastic,clear
3112,Oksebryst i skiver,5712872751144,Vores,80 g,tray,true,plastic,clear
3113,Ost i skiver mellemlagret 45+ øko,5711953034114,Riberhus,180 g,tray,true,plastic,clear
3114,Æg øko L/XL,5701607590134,Dava,4 stk,box,true,fibre-based,other-colours
3115,Madpandekager,5712873975235,Salling,6 stk,sleeve,true,plastic,clear
3117,Saltkød i skiver,5701483177856,Budget,120 g,tray,true,plastic,clear
3120,Sorte stenbiderrogn,5712872606703,Royal Greenland,75 g,jar,true,glass,clear
3121,Baconleverpostej friland øko,5707196225440,Tulip,200 g,tray,true,metal,other-colours
3122,Pizzadej øko,9001536021409,Salling ØKO,280 g,sleeve,true,plastic,other-colours
3123,Mozzarella,8002710301356,Zanetti,125 g,bag,true,plastic,other-colours
3124,Hård lagret cheddar,5712873999088,Salling,200 g,sleeve,true,plastic,clear
3125,Lettøret Italiensk pølse af grisekød,5712874516086,Salling,4 stk,sleeve,true,plastic,clear
3126,Skyr naturel 1% fedt laktosefri øko,7310867946162,Stay Strong,500 g,cup-tub,true,plastic,white
3128,Kraftsky m. champignon,5712874256258,Salling,200 g,tray,true,plastic,clear
3129,Tørsaltet bacon i skiver øko,5712874592547,Salling ØKO,100 g,tray,true,plastic,white
3130,Havredrik cremet,5701977550714,Naturli',1 l,gable-top,true,fibre-based,other-colours
3132,Øko stjernehaps mini salami,57408002,3-Stjernet,"0,02 kg",sleeve,true,plastic,other-colours
3133,Gouda i skiver 48+ øko,5707673106903,Salling ØKO,200 g,tray,true,plastic,clear
3134,Serranoskinke i skiver glutenfri,8410783342556,Noel,90 g,tray,true,plastic,clear
3136,"Yoghurt m. skovbær 2,7% fedt",5712871235447,Danone,500 g,bottle,true,plastic,white
3137,Fettuccine m. spinat øko,5701018026222,Pastella,250 g,tray,true,plastic,clear
3138,Risengrød,5712874452599,Salling NU,1.000 g,sleeve,true,plastic,clear
3139,Mozzarella laktosefri,5712873769339,Salling,280 g,sleeve,true,plastic,other-colours
3141,Oliven m. salatost,5712873037049,Salling,150 g,jar,true,plastic,clear
3142,Grønlandske rejer i lage L,5740301138365,Royal Greenland,260 g,jar,true,plastic,clear
3144,Pizzasauce,5704000493347,Jensens Køkken,250 ml,bottle,true,plastic,clear
3147,Cremet soja m. lime og citron 2% fedt,5411188115731,Alpro,750 ml,gable-top,true,fibre-based,other-colours
3149,Kyllingespegepølse i skiver,5704080958798,3-Stjernet,100 g,tray,true,plastic,clear
3151,Alpro soja 14% fedt vegansk,5411188121374,Alpro,250 g,gable-top,true,fibre-based,other-colours
3152,Sennepsmarineret skinke i skiver,5701483192132,Princip,90 g,sleeve,true,plastic,clear
3153,Flødekartofler m. rød peber,8711118027835,Peka,2.000 g,bag,true,plastic,clear
3154,Flødekartofler m. rød peber,8711118024070,Peka,700 g,sleeve,true,plastic,other-colours
3155,Kalkunbryst i skiver,4005097700266,Budget,100 g,tray,true,plastic,clear
3157,"Iskaffe 0,9% fedt",5710326016641,Wiener,250 ml,gable-top,true,fibre-based,other-colours
3160,Aioli,5712872624417,Eriks,230 g,cup-tub,true,plastic,clear
3162,Bacon i tern,5707196033243,Tulip,150 g,tray,true,plastic,clear
3163,Danbo,5711953135095,Klovborg,"0,585 kg",sleeve,true,plastic,black
3164,Smørbar,7311875840824,Jörd,200 g,tray,true,plastic,other-colours
3166,Frankfurtere 74% kød,5707196143966,Steff Houlberg,450 g,bag,true,plastic,other-colours
3170,Ægge- og baconsalat,5704000472946,Graasten,150 g,tray,true,plastic,clear
3171,Revet vegansk 23% fedt,5703855100653,Salling,150 g,bag,true,plastic,other-colours
3172,"Kakaomælk 1,6% fedt",5712874115531,Salling,200 ml,gable-top,true,fibre-based,other-colours
3173,Skinke i skiver,5712873632145,Salling,150 g,tray,true,plastic,clear
3174,Frikadeller m. løg og krydderier fedtreduceret,5741300053352,Den Grønne Slagter,200 g,tray,true,plastic,clear
3176,Risdrik øko,5701977012045,Naturli',1 l,brick,true,fibre-based,other-colours
3177,Cervelatpølse,5712873387663,Budget,400 g,sleeve,true,plastic,other-colours
3178,Brie 60+,5704025022287,Mon Ami,200 g,sleeve,true,plastic,other-colours
3179,"Kvark 0,3% fedt",5760466894821,Arla,500 g,cup-tub,true,plastic,other-colours
3180,Karrysild i bidder m. æble og timian,5709345003206,Lykkeberg,350 g,jar,true,glass,clear
3181,Frikadeller,5711044171032,XXL,1.000 g,tray,true,plastic,clear
3183,Sardel leverpølse,5709281163125,Christian Vollstedt,350 g,sleeve,true,plastic,clear
3185,Vegansk pålæg i skiver m. tomat og basilikum,5712874717728,Salling,80 g,tray,true,plastic,clear
3186,Vegansk pålæg i skiver m. peberfrugt,5712874717704,Salling,80 g,jar,true,plastic,clear
3187,Skæreost Danbo med kommen,5711953135057,Klovborg,"0,585 kg",sleeve,true,plastic,other-colours
3188,Leverpostej øko,5704000488251,Stryhn's,275 g,tray,true,metal,other-colours
3189,Chilidip,5712873745913,Salling,200 g,cup-tub,true,plastic,clear
3190,Gouda Chili,7331494125812,Wernersson's,"0,26 kg",sleeve,true,plastic,clear
3191,Skagen rejer i lage,5701263908885,Launis,500 g,cup-tub,true,plastic,clear
3194,Risdrik øko,5701043001331,Salling Veggie,1 l,gable-top,true,fibre-based,other-colours
3198,Bearnaisesauce,7350042721764,Eriks,450 ml,cup-tub,true,plastic,clear
3200,Ravioli m. kylling og pancetta,5712874149789,Salling,250 g,box,false,fibre-based,other-colours
3202,Naturel,5411188110675,Alpro,"0,75 kg",gable-top,true,fibre-based,other-colours
3203,Sojadrik øko,5701043001317,Salling Veggie,1 l,gable-top,true,fibre-based,other-colours
3204,Fetaost i blok 23% fedt,5712873998265,Salling,1 stk,sleeve,true,plastic,other-colours
3205,Smørbar m. persille,5711953120435,Kærgården,125 g,tray,true,plastic,other-colours
3207,Røde stenbiderrogn,5740301152354,Royal Greenland,75 g,jar,true,glass,clear
3208,Koldrøget laks Filet Royal,5711869130306,Princip,130 g,sleeve,true,plastic,other-colours
3211,Hummus,5710328000273,Princip,200 g,cup-tub,true,plastic,clear
3212,Plantebaseret drik,5701977001766,Naturli',1 l,gable-top,true,fibre-based,black
3214,Ost i skiver mellemlagret 45+ øko,5711953116490,Arla,165 g,tray,true,plastic,clear
3216,Fransk let leverpostej,5704000486820,Stryhn's,300 g,tray,true,metal,other-colours
3217,Røget medister,5707196222227,Gøl,345 g,sleeve,true,plastic,clear
3218,Rullepølse i skiver,5701483191227,Budget,350 g,tray,true,plastic,black
3220,Hollandaisesauce,5704000466723,Jensens Køkken,350 ml,bottle,true,plastic,clear
3223,Hvidløgsspegepølse,5703603100805,Slagter Lampe,300 g,sleeve,true,plastic,clear
3225,Koldrøget laks i skiver,5711869125258,Princip,125 g,sleeve,true,plastic,clear
3228,Røget rullepølse i skiver,5701483190961,Vores,90 g,tray,true,plastic,clear
3232,Kyllinge- og baconsalat,5704000438065,Graasten,300 g,cup-tub,true,plastic,clear
3233,Tortellini m. skinke,8003417015027,,250 g,sleeve,true,plastic,other-colours
3234,Havredrik,7394376618963,Oatly,1.000 ml,gable-top,true,fibre-based,other-colours
3235,Pizza m. skinke og ost,8410762872050,Casa Tarradellas,415 g,tray,true,plastic,other-colours
3236,Manchego 50+,7331494127861,Wernersson,190 g,sleeve,true,plastic,clear
3237,Crumbly Cheddar,5000246727414,Castello,"0,2 kg",sleeve,true,plastic,other-colours
3238,Røget bacon m. flødeost og persille,5712872578062,Salling,90 g,cup-tub,true,plastic,clear
3240,Port Salut,3073780853927,,"0,12 kg",tray,true,plastic,clear
3244,Ibérico chorizo,5712873715978,Salling,80 g,tray,true,plastic,clear
3246,Roastbeef i skiver,29218134,Budget,80 g,tray,true,plastic,clear
3248,Sennepssild i bidder,5709345005101,Salling,550 g,jar,true,glass,clear
3249,Æg M/L øko,5701607588988,Dava,8 stk,tray,false,fibre-based,other-colours
3250,Chorizo m. flødeost og fåremælksost,5712873553662,Salling,88 g,jar,true,plastic,clear
3251,Skæreost Mild Danbo,5711953135019,Klovborg,"0,585 kg",sleeve,true,plastic,other-colours
3253,Cocio mørk,5730800723247,Cocio,600 ml,bottle,true,glass,clear
3254,Kartoffelsalat m. dild og purløg,5701150000791,Flensted,800 g,tray,true,plastic,clear
3256,Gouda m. chili 50+,5710326008417,Henri Willig,250 g,sleeve,true,plastic,other-colours
3258,Stegte sild i fileter,5709345005057,Salling,600 g,tray,true,plastic,clear
3259,Butterchicken,5712874030131,Salling,950 g,jar,true,glass,clear
3264,Tun smørbar,5710405311179,Amanda,100 g,tube,true,metal,other-colours
3265,Ost i skiver mellemlagret 45+,5703985070109,Mammen,250 g,tray,true,plastic,clear
3266,Fettuccine øko,5701018026147,Pastella,250 g,tray,true,plastic,clear
3267,Oksespegepølse øko,5703603108993,Slagter Lampe,200 g,sleeve,true,plastic,other-colours
3268,Grillpølser 80% kød,5704000466105,Langelænder,1.680 g,bag,true,plastic,clear
3269,Koldrøget laks i skiver,5711869100101,Princip,100 g,sleeve,true,plastic,clear
3271,Risdessert m. jordbærsauce,5710326016603,Måms,175 g,cup-tub,true,plastic,other-colours
3272,Ost i skiver mellemlagret m. kommen 45+,5711953102813,Arla,240 g,tray,true,plastic,clear
3273,Tunmousse,5701150237913,Princip,175 g,tray,true,plastic,clear
3275,"Iskaffe m. karamelsmag 0,9% fedt",5710326017815,Geia Food,250 ml,gable-top,true,fibre-based,other-colours
3276,Krebsehaler i lage,5701338914612,Salling,400 g,can,true,plastic,clear
3279,Ost i skiver mellemlagret 30+,5711953034039,Riberhus,240 g,tray,true,plastic,clear
3280,Sommersalat,5704068010760,K-Salat,175 g,tray,true,plastic,clear
3281,Pebersauce,5710405312299,Eriks,230 ml,cup-tub,true,plastic,clear
3283,Økologisk ost i stykke Danbo,5760466999786,Riberhus,"0,527 kg",sleeve,true,plastic,other-colours
3286,Hummus m. soltørrede tomater og chili,5712874163709,Salling,210 g,tray,true,plastic,clear
3287,Feta 23% fedt,5712873215157,Princip,150 g,brick,true,fibre-based,other-colours
3289,Cheddar lagret 24 mdr 35% fedt,5712872579205,Princip,250 g,sleeve,true,plastic,black
3290,Salami i skiver m. fennikel,5704080956787,Aalbæk Specialiteter,60 g,tray,true,plastic,clear
3291,Koldskål med tykmælk & jordbær,5760466902915,Arla,1 liter,gable-top,true,fibre-based,other-colours
3292,Bruschetta m. tomat,5902973788242,Salling,150 g,cup-tub,true,plastic,clear
3295,Alpro soja 26% fedt vegansk,5411188121435,Alpro,250 ml,gable-top,true,fibre-based,other-colours
3297,Skæreost lagret 45+ øko,5707673105012,Them,520 g,sleeve,true,plastic,other-colours
3298,Pizzadej glutenfri,5710231012745,SR Food,260 g,sleeve,true,plastic,other-colours
3301,Benfri Sild,5741600100497,Glyngøre,"0,1 kg",can,true,metal,other-colours
3302,Røget laks i skiver,5701665490476,Norlax,160 g,sleeve,true,plastic,other-colours
3305,"Kakaomælk 2,6% fedt",5711953055621,Matilde,1.000 ml,gable-top,true,fibre-based,other-colours
3306,Coppa ruller m. flødeost og figner,5712872578086,Salling,80 g,jar,true,plastic,clear
3307,"Latte macchiato 4,1% fedt",4000980423307,Gropper,250 ml,cup-tub,true,fibre-based,other-colours
3308,Fettuccine m. spinat,5701018026208,Pastella,250 g,tray,true,plastic,clear
3312,"Minimælk 0,4% fedt øko",5701852263388,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
3313,Chorizo m. jalapeño stærk øko,5706549501118,Aalbæk Specialiteter,200 g,bag,true,plastic,clear
3318,Hvidløgssmør øko,5701852261414,Naturmælk,125 g,sleeve,true,plastic,clear
3320,Skæreost mellemlagret 30+,5711953148651,Riberhus,650 g,sleeve,true,plastic,other-colours
3321,Fast ost m. krystaller 46% fedt øko,5707673100451,Them,225 g,sleeve,true,plastic,clear
3322,Flødeost m. trøffel 14% fedt,7622201777197,Philadelphia,150 g,tray,true,plastic,other-colours
3324,Boller i karry,5710405512347,Steff Houlberg,700 g,tube,true,plastic,clear
3325,Salami i skiver,5704080956770,Aalbæk Specialiteter,60 g,tray,true,plastic,clear
3326,Salami m. peber,5707196217643,Gøl,250 g,sleeve,true,plastic,black
3327,Picklessalat,5704068010487,K-Salat,175 g,tray,true,plastic,clear
3328,Gouda m. pesto 50+,5710326008394,Henri Willig,200 g,sleeve,true,plastic,other-colours
3330,Paté m. grøn peber,5410321290274,Sanpareil,280 g,sleeve,true,plastic,black
3331,Roastbeef i skiver,5701483498845,Defco,200 g,sleeve,true,plastic,clear
3333,Citron sauce,5704000484444,Jensens Køkken,"0,35 liter",bottle,true,plastic,clear
3334,Rullepølse i skiver friland,5707196257809,Tulip,70 g,tray,true,plastic,clear
3335,Dip m. sød kartoffel,5712873092741,Salling,175 g,cup-tub,true,plastic,clear
3336,Sønderjysk salami m. rødvin,5707196217766,Gøl,250 g,sleeve,true,plastic,black
3337,Chili con carne m. ris,5710405810108,Deli,800 g,tray,true,metal,other-colours
3338,"Postej m. planteprotein, champignon og linser",5704000493002,Stryhn's,175 g,tray,true,metal,other-colours
3339,Veganske skiver 23% fedt,5703855100646,Salling,150 g,tray,true,plastic,clear
3341,Skæreost mild 30+ øko,5707673105098,Them,500 g,sleeve,true,plastic,other-colours
3342,Hollandaisesauce,5710405312268,Eriks,230 ml,cup-tub,true,plastic,black
3343,"Kakaomælk 1,6% fedt laktosefri",5410438043855,Chocomel,1 l,gable-top,true,fibre-based,other-colours
3344,Varmrøget hel makrel,5701379982519,Salling,250 g,sleeve,true,plastic,other-colours
3346,Salami Snack,5709760003775,Hanegal,"0,025 kg",sleeve,true,plastic,other-colours
3347,Rødvinssauce,5710405312343,Jensens Køkken,350 ml,bottle,true,plastic,clear
3348,"Koldskål 0,7% fedt laktosefri øko",5701852260257,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
3349,Kogt italiensk skinke i skiver,5711044220075,Princip,100 g,tray,true,plastic,clear
3350,Bearnaisesauce m. chili,5705900008907,Jensens Køkken,350 ml,bottle,true,plastic,clear
3352,Cheddar i skiver 48+,5011038135119,Kerrygold,150 g,tray,true,plastic,clear
3354,Ålerøget spegepølse,5712872344209,Slagter Lampe,300 g,sleeve,true,plastic,clear
3355,Hvidløgsost,3272770098915,Tartare,"0,15 kg",cup-tub,true,plastic,white
3358,Okse Salami Snack,5709760003782,Hanegal,"0,025 kg",sleeve,true,plastic,other-colours
3359,Salami 5% fedt,5704080954844,Aalbæk Specialiteter,200 g,sleeve,true,plastic,black
3360,Pecorino Romano 36+,8002710712008,Zanetti,200 g,sleeve,true,plastic,white
3361,Risdessert m. jordbær vegansk,7350126080237,Risifrutti,165 g,cup-tub,true,plastic,white
3362,Skæreost ekstra lagret 45+,5712874284763,Salling,720 g,sleeve,true,plastic,other-colours
3365,Camembert 50+,5704025026445,Mon Ami,200 g,sleeve,true,plastic,white
3366,Oksepastrami i skiver,5712872751328,Vores,60 g,tray,true,plastic,clear
3368,Kyllingebryst i skiver,4005097601013,Vores,90 g,tray,true,plastic,clear
3369,Dildsild i bidder,5741600101449,Glyngøre,500 g,jar,true,glass,clear
3370,Kryddersild i store fileter,5701263908113,Princip,800 g,jar,true,glass,clear
3371,Tørret italiensk parmaskinke i skiver,5711044226251,Princip,70 g,tray,true,plastic,clear
3372,Dip m. ost og basilikumpesto,5712873746118,Salling,110 g,cup-tub,true,plastic,clear
3374,Kyllingebryst i skiver,4005097600719,Budget,500 g,tray,true,plastic,clear
3375,Kryddersild i fileter,5741600702691,Glyngøre,500 g,jar,true,plastic,clear
3376,Nürnberger Rostbratwürste 95% kød,5712874515904,Salling,10 stk,sleeve,true,plastic,clear
3378,Hvidløgsspegepølse i skiver friland,5707196257991,Tulip,100 g,tray,true,plastic,clear
3381,Fransk Brie,5709281011013,Président,"0,245 kg",sleeve,true,plastic,other-colours
3382,Sorte stenbiderrogn,5740301188773,Salling,80 g,jar,true,glass,clear
3383,Ørredrogn,5709345005125,Salling,50 g,jar,true,glass,clear
3384,Kødpølse i skiver stærk,8007961681141,Fontana,50 g,tray,true,plastic,clear
3385,Ravioli m. svampe vegansk,5712873670116,Salling,200 g,tray,true,plastic,clear
3390,Babybel mini 24% fedt,3073780918763,Babybel,200 g,bag,false,plastic,white
3391,Plantebaserede nuggets,5707196282252,Den Grønne Slagter,200 g,tray,true,plastic,clear
3392,Flødekartofler m. bacon og ost,8711118032211,Peka,600 g,sleeve,true,plastic,other-colours
3393,Økologisk Mayonnaise,5704000484345,K-Salat,"0,2 kg",bag,true,plastic,other-colours
3396,Oksepølser m. hvidløg og paprika øko,5708330005164,Salling ØKO,4 stk,bag,true,plastic,other-colours
3399,Smøreost brie 34% fedt øko,5712874574796,Salling ØKO,180 g,sleeve,true,plastic,other-colours
3400,Stegt bacon i tern,5707196284072,Tulip,60 g,tray,true,plastic,clear
3405,Grønne oliven m. hele hvidløg,5712873674886,Salling,150 g,jar,true,plastic,clear
